"","word"
"241","freedom"
"242","movement"
"243","basic"
"244","human"
"245","nz"
"246","lockdown"
"247","media"
"248","praises"
"249","ardern"
"250","warrior"
"251","global"
"252","pandemic"
"253","fight"
"254","actuality"
"255","country"
"256","hiding"
"257","waiting"
"258","america"
"259","save"
"260","world"
"261","2"
"262","bee"
"263","2"
"264","masks"
"265","3"
"266","masks"
"267","cnbc"
"268","claims"
"269","echoing"
"270","notorious"
"271","satire"
"272","site"
"273","wearamask"
"274","mask"
"275","maskoff"
"276","lockdown"
"277","mock"
"278","humiliate"
"279","intelligence"
"280","america"
"281","american's"
"282","holocaust"
"283","happening"
"284","world"
"285","lockdown"
"286","causing"
"287","stress"
"288","pain"
"289","deaths"
"290","comfortable"
"291","situation"
"292","unable"
"293","unwilling"
"294","covidvaccines"
"295","killing"
"296","people"
"297","daily"
"298","people"
"299","jab"
"300","normal"
"301","pdf"
"302","cdc"
"303","reports"
"304","vaers"
"305","covidvaccine"
"306","vaccine"
"307","deaths"
"308","22"
"309","1"
"310","2021"
"311","unitedstates"
"312","america"
"313","lockdown"
"314","mask"
"315","covidtesting"
"316","isolation"
"317","moderna"
"318","pfizer"
"319","quarantine"
"320","knowledge"
"321","information"
"322","covid19"
"323","covidvaccine"
"324","americafirst"
"325","politics"
"326","crimes"
"327","alanvibe"
"328","countries"
"329","america"
"330","thriving"
"331","lockdown"
"332","likewise"
"333","countries"
"334","locked"
"335","hard"
"336","plan"
"337","total"
"338","shambles"
"339","released"
"340","visited"
"341","america"
"342","i’ve"
"343","craving"
"344","bran"
"345","muffin"
"346","lockdown"
"347","i’ve"
"348","looked"
"349","haven’t"
"350","found"
"351","tonight"
"352","cracked"
"353","clairewynarczyk"
"354","lockdown"
"355","english"
"356","nationals"
"357","quarantine"
"358","south"
"359","america"
"360","lot"
"361","africa"
"362","countries"
"363","portugal"
"364","don’t"
"365","it’s"
"366","lockdown"
"367","rules"
"368","broken"
"369","don’t"
"370","rules"
"371","america"
"372","judevickers"
"373","squierbassvi"
"374","yaraalkhamis"
"375","kemz_1"
"376","country"
"377","sweden"
"378","lockdown"
"379","uk"
"380","america"
"381","potus"
"382","president"
"383","incredibly"
"384","divisive"
"385","harmful"
"386","tar"
"387","feather"
"388","america"
"389","fix"
"390","structural"
"391","racism"
"392","damned"
"393","schools"
"394","lockdown"
"395","biden"
"396","pro"
"397","racism"
"398","failing"
"399","demand"
"400","lockdowns"
"401","nolockdowns"
"402","openschools"
"403","antiracist"
"404","president"
"405","incredibly"
"406","divisive"
"407","harmful"
"408","tar"
"409","feather"
"410","america"
"411","fix"
"412","structural"
"413","racism"
"414","damned"
"415","schools"
"416","lockdown"
"417","biden"
"418","pro"
"419","racism"
"420","failing"
"421","demand"
"422","lockdowns"
"423","nolockdowns"
"424","openschools"
"425","antiracist"
"426","bretweinstein"
"427","president"
"428","incredibly"
"429","divisive"
"430","harmful"
"431","tar"
"432","feather"
"433","america"
"434","fix"
"435","structural"
"436","racism"
"437","damned"
"438","schools"
"439","lockdown"
"440","biden"
"441","pro"
"442","racism"
"443","failing"
"444","demand"
"445","lockdowns"
"446","nolockdowns"
"447","openschools"
"448","antiracist"
"449","disturbed"
"450","sound"
"451","silence"
"452","world"
"453","lockdown"
"454","due"
"455","covid"
"456","19"
"457","adapted"
"458","youtube"
"459","china"
"460","shut"
"461","america"
"462","pay"
"463","time"
"464","america"
"465","colony"
"466","congress"
"467","lots"
"468","money"
"469","opinion"
"470","greta"
"471","kxr1k"
"472","ignferdiszn"
"473","half"
"474","ur"
"475","family"
"476","dead"
"477","lockdown"
"478","bruh"
"479","america"
"480","hasn’t"
"481","lockdown"
"482","entirety"
"483","time"
"484","sheer"
"485","audacity"
"486","child"
"487","attended"
"488","school"
"489","america"
"490","fear"
"491","thinking"
"492","lockdown"
"493","real"
"494","audacity"
"495","kids"
"496","amendment"
"497","gtfo"
"498","jimdofficial"
"499","fair"
"500","play"
"501","jim"
"502","governments"
"503","fault"
"504","treat"
"505","matter"
"506","power"
"507","uk"
"508","america"
"509","timbuktu"
"510","public"
"511","isolate"
"512","carry"
"513","people"
"514","break"
"515","lockdown"
"516","fault"
"517","nrafter"
"518","twhfsu"
"519","drtomfrieden"
"520","national"
"521","lockdown"
"522","isn’t"
"523","talk"
"524","overthrow"
"525","it’s"
"526","federal"
"527","gov"
"528","amp"
"529","local"
"530","governments"
"531","it’s"
"532","time"
"533","america"
"534","ran"
"535","leos"
"536","teeth"
"537","government"
"538","low"
"539","intelligence"
"540","police"
"541","enforcing"
"542","completely"
"543","unconstitutional"
"544","lockdown"
"545","driven"
"546","half"
"547","america’s"
"548","businesses"
"549","closure"
"550","backtheblue"
"551","ass"
"552","i’ll"
"553","blue"
"554","learn"
"555","constitution"
"556","heart"
"557","bleeds"
"558","labourers"
"559","sits"
"560","america"
"561","helps"
"562","spread"
"563","hate"
"564","rting"
"565","tweets"
"566","bigots"
"567","people"
"568","literally"
"569","responsible"
"570","deaths"
"571","migrant"
"572","labourers"
"573","lockdown"
"574","blue"
"575","america"
"576","inflicted"
"577","crisis"
"578","taxpayers"
"579","amp"
"580","booming"
"581","bail"
"582","locked"
"583","basket"
"584","stimulus"
"585","economy"
"586","lockdown"
"587","governors"
"588","stephen"
"589","moore"
"590","cc"
"591","govsisolak"
"592","what’s"
"593","finishing"
"594","america"
"595","lockdown"
"596","timmeeeee"
"597","ago"
"598","govt"
"599","cocked"
"600","hakan"
"601","yilmaz"
"602","andsern"
"603","write"
"604","growth"
"605","coming"
"606","anti"
"607","lockdown"
"608","protests"
"609","blm"
"610","reaction"
"611","offer"
"612","perspectives"
"613","left"
"614","dwuhlfelderlaw"
"615","how'd"
"616","california"
"617","lockdown"
"618","america"
"619","governor"
"620","desantis"
"621","saved"
"622","florida"
"623","arbitrary"
"624","lockdown"
"625","measures"
"626","destroy"
"627","lives"
"628","businesses"
"629","mental"
"630","health"
"631","joe"
"632","biden"
"633","pimple"
"634","ass"
"635","america"
"636","fraud"
"637","election"
"638","fraud"
"639","lockdown"
"640","fraud"
"641","democrats"
"642","frauds"
"643","libertarianblue"
"644","realjuliasong"
"645","america"
"646","people"
"647","bailed"
"648","forced"
"649","lockdown"
"650","bail"
"651","hedge"
"652","fund"
"653","creamaccidents"
"654","understand"
"655","australian"
"656","lockdown"
"657","impedes"
"658","amendment"
"659","due"
"660","prohibiting"
"661","stupid"
"662","requires"
"663","care"
"664","america"
"665","afraid"
"666","start"
"667","zittokabwe"
"668","people"
"669","died"
"670","tanzania"
"671","lock"
"672","people"
"673","died"
"674","america"
"675","countries"
"676","lockdown"
"677","compare"
"678","people"
"679","died"
"680","2020"
"681","people"
"682","died"
"683","2019"
"684","significant"
"685","difference"
"686","kevinadams"
"687","agree"
"688","reaction"
"689","taking"
"690","heavier"
"691","hand"
"692","protests"
"693","black"
"694","lives"
"695","matter"
"696","lockdown"
"697","protests"
"698","guess"
"699","england"
"700","burned"
"701","america"
"702","abuse"
"703","police"
"704","issue"
"705","fine"
"706","littleboynugget"
"707","cindermercury"
"708","ah"
"709","lonely"
"710","australian"
"711","helping"
"712","list"
"713","talk"
"714","canadians"
"715","america"
"716","lockdown"
"717","affect"
"718","ya"
"719","brain"
"720","it’s"
"721","randpaul"
"722","amp"
"723","gop"
"724","cowards"
"725","concern"
"726","election"
"727","period"
"728","care"
"729","constitution"
"730","america"
"731","win"
"732","primary"
"733","continuing"
"734","path"
"735","election"
"736","election"
"737","told"
"738","overagain_an"
"739","america"
"740","time"
"741","girl"
"742","brought"
"743","weapon"
"744","brothers"
"745","school"
"746","hurt"
"747","bf"
"748","lockdown"
"749","brother"
"750","called"
"751","mom"
"752","didnt"
"753","timcarsonmusic"
"754","fatninjaspeaks"
"755","nypost"
"756","buying"
"757","shit"
"758","forget"
"759","asian"
"760","countries"
"761","waaaaaayy"
"762","disciplined"
"763","north"
"764","america"
"765","wear"
"766","masks"
"767","lockdown"
"768","comparison"
"769","weak"
"770","i’m"
"771","sitting"
"772","mentally"
"773","preparing"
"774","excruciating"
"775","365"
"776","days"
"777","isolating"
"778","lockdown"
"779","bc"
"780","america"
"781","trained"
"782","nonstop"
"783","brutal"
"784","disappointments"
"785","adult"
"786","2004"
"787","xcrysmarie_"
"788","period"
"789","countries"
"790","rid"
"791","covid"
"792","stay"
"793","ass"
"794","home"
"795","lockdown"
"796","america"
"797","money"
"798","eject"
"799","bad"
"800","feelings"
"801","body"
"802","invite"
"803","gently"
"804","mentalhealth"
"805","stress"
"806","selfcare"
"807","depression"
"808","wellbeing"
"809","anxiety"
"810","lockdown"
"811","bodymind"
"812","therapists_c"
"813","counsellorscafe"
"814","meditationszn"
"815","mad_in_america"
"816","momsmindfulhub"
"817","kassr6"
"818","benjaminerogers"
"819","whoisdionta"
"820","nkinneweng"
"821","nytimes"
"822","leaders"
"823","refuse"
"824","properly"
"825","enforce"
"826","lockdown"
"827","measures"
"828","settle"
"829","unified"
"830","messaging"
"831","hand"
"832","levers"
"833","critical"
"834","thinking"
"835","spread"
"836","covid"
"837","america"
"838","wouldn’t"
"839","frozensiclegirl"
"840","lazycathappycat"
"841","ajplus"
"842","scale"
"843","lockdown"
"844","march"
"845","1"
"846","death"
"847","initial"
"848","outbreak's"
"849","tole"
"850","america"
"851","sacrificing"
"852","4000"
"853","people"
"854","day"
"855","9"
"856","11"
"857","total"
"858","death"
"859","toll"
"860","bush"
"861","started"
"862","war"
"863","frozensiclegirl"
"864","lazycathappycat"
"865","ajplus"
"866","america's"
"867","congress"
"868","president"
"869","lied"
"870","ass"
"871","cheeks"
"872","commit"
"873","national"
"874","lockdown"
"875","china"
"876","population"
"877","1,000,000,000"
"878","sorted"
"879","shit"
"880","quick"
"881","fucking"
"882","embarrassing"
"883","shehusani"
"884","bill"
"885","gate"
"886","doctor"
"887","level"
"888","pandemic"
"889","politics"
"890","control"
"891","world"
"892","control"
"893","world"
"894","politics"
"895","control"
"896","world"
"897","commerce"
"898","economy"
"899","people"
"900","lockdown"
"901","56"
"902","billionaires"
"903","america"
"904","nickjfuentes"
"905","bad"
"906","lockdown"
"907","america"
"908","impression"
"909","kinda"
"910","nationcounty"
"911","nationafrica"
"912","continue"
"913","similar"
"914","low"
"915","tech"
"916","equipment"
"917","technocracy"
"918","deadly"
"919","death"
"920","trap"
"921","technocracy"
"922","europe"
"923","america"
"924","india"
"925","lockdown"
"926","separation"
"927","isolation"
"928","familysplitting"
"929","muzzling"
"930","coup"
"931","d'etat"
"932","people"
"933","actuallly"
"934","masks"
"935","lack"
"936","thereof"
"937","biggest"
"938","mistake"
"939","close"
"940","contact"
"941","vast"
"942","america"
"943","behaving"
"944","correctly"
"945","lockdown"
"946","wasn’t"
"947","japan"
"948","government"
"949","concise"
"950","message"
"951","strider_3029"
"952","charliepick"
"953","juliamacfarlane"
"954","hard"
"955","lockdown"
"956","decline"
"957","start"
"958","decline"
"959","ahead"
"960","summer"
"961","globally"
"962","seasonality"
"963","south"
"964","america"
"965","coincidence"
"966","alongside"
"967","homes"
"968","middle"
"969","east"
"970","rapidly"
"971","expanding"
"972","portfolio"
"973","north"
"974","america"
"975","you’re"
"976","travelling"
"977","domestically"
"978","change"
"979","scenery"
"980","homes"
"981","montréal"
"982","perfect"
"983","set"
"984","hub"
"985","lockdown"
"986","pinochet420"
"987","ayocaesar"
"988","america"
"989","lockdown"
"990","straight"
"991","lying"
"992","lockdown"
"993","mood"
"994","booster"
"995","that’s"
"996","heaven"
"997","scent"
"998","woodysgamertag"
"999","trainwreckstv"
"1000","austinontwitter"
"1001","xqc"
"1002","keemstar"
"1003","realmizkif"
"1004","joebiden"
"1005","people"
"1006","anti"
"1007","lockdown"
"1008","protest"
"1009","europe"
"1010","black"
"1011","lives"
"1012","matter"
"1013","protest"
"1014","america"
"1015","maga"
"1016","raid"
"1017","capital"
"1018","public"
"1019","gatherings"
"1020","covid19"
"1021","amazingatheist"
"1022","thunderf00t"
"1023","hasanthehun"
"1024","h3h3productions"
"1025","donaldjtrumpjr"
"1026","aoc"
"1027","humans"
"1028","anti"
"1029","lockdown"
"1030","protest"
"1031","europe"
"1032","black"
"1033","lives"
"1034","matter"
"1035","protest"
"1036","america"
"1037","maga"
"1038","raid"
"1039","capital"
"1040","public"
"1041","gatherings"
"1042","covid19"
"1043","brianmoore666"
"1044","brilliant"
"1045","viewing"
"1046","lockdown"
"1047","makes"
"1048","trump"
"1049","rise"
"1050","power"
"1051","america"
"1052","frightening"
"1053","littlelostsunny"
"1054","servant"
"1055","unsettling"
"1056","favourite"
"1057","surprisingly"
"1058","atv"
"1059","documentary"
"1060","ewan"
"1061","mcgregor"
"1062","charlie"
"1063","boorman"
"1064","riding"
"1065","electric"
"1066","bikes"
"1067","southern"
"1068","america"
"1069","nice"
"1070","escape"
"1071","covid"
"1072","lockdown"
"1073","yikes"
"1074","america"
"1075","half"
"1076","country"
"1077","gyms"
"1078","shit"
"1079","mate"
"1080","i’m"
"1081","america"
"1082","uk"
"1083","lockdown"
"1084","dkm"
"1085","america"
"1086","calling"
"1087","travel"
"1088","lockdown"
"1089","insane"
"1090","democrat"
"1091","governors"
"1092","mysteriously"
"1093","america"
"1094","biden"
"1095","installation"
"1096","nope"
"1097","jackienewtown"
"1098","acenic69"
"1099","daninamuddle"
"1100","toadmeister"
"1101","asia"
"1102","africa"
"1103","oceania"
"1104","europe"
"1105","north"
"1106","south"
"1107","america"
"1108","suggests"
"1109","type"
"1110","prior"
"1111","immunity"
"1112","policy"
"1113","can’t"
"1114","explain"
"1115","australia"
"1116","tip"
"1117","toe"
"1118","lockdown"
"1119","europe"
"1120","tho"
"1121","restrictions"
"1122","imposed"
"1123","citizens"
"1124","don’t"
"1125","follow"
"1126","it’s"
"1127","country"
"1128","didn’t"
"1129","lockdown"
"1130","fewer"
"1131","can’t"
"1132","citizens"
"1133","law"
"1134","abiding"
"1135","restriction"
"1136","guidelines"
"1137","america"
"1138","blm"
"1139","protest"
"1140","brandonromanek"
"1141","aubrey_huff"
"1142","trump"
"1143","responsible"
"1144","lot"
"1145","covid"
"1146","deaths"
"1147","america"
"1148","agree"
"1149","you.i"
"1150","suppose"
"1151","clinton"
"1152","wouldnt"
"1153","disbanded"
"1154","pandemic"
"1155","task"
"1156","force"
"1157","helped"
"1158","mandated"
"1159","wearing"
"1160","masks"
"1161","lockdown"
"1162","roxannelwright"
"1163","torontostar"
"1164","justintrudeau"
"1165","idk"
"1166","mall"
"1167","lockdown"
"1168","dec"
"1169","26th"
"1170","home"
"1171","worn"
"1172","mask"
"1173","10"
"1174","mths"
"1175","relatives"
"1176","1"
"1177","yr"
"1178","ppl"
"1179","relatives"
"1180","flying"
"1181","uk"
"1182","xmas"
"1183","variant"
"1184","arrived"
"1185","north"
"1186","america"
"1187","sending"
"1188","friends"
"1189","america"
"1190","call"
"1191","crazy"
"1192","move"
"1193","asshole"
"1194","universal"
"1195","cmoireland"
"1196","michealmartintd"
"1197","leovaradkar"
"1198","lockdown"
"1199","finishes"
"1200","march"
"1201","america"
"1202","st.patrick's"
"1203","day"
"1204","honestly"
"1205","loose"
"1206","reason"
"1207","ireland"
"1208","amp"
"1209","lockdown"
"1210","people"
"1211","talk"
"1212","bourbonjon"
"1213","nzstuff"
"1214","isolation"
"1215","12"
"1216","days"
"1217","apparently"
"1218","it’ll"
"1219","goes.lockdown"
"1220","4"
"1221","let’s"
"1222","america’s"
"1223","cup"
"1224","race"
"1225","takes"
"1226","precedence"
"1227","lockdown"
"1228","closed"
"1229","america"
"1230","people"
"1231","gesture"
"1232","rudely"
"1233","drive"
"1234","mask"
"1235","bills"
"1236","utilities"
"1237","providers"
"1238","home"
"1239","services"
"1240","ago"
"1241","levels"
"1242","lockdown"
"1243","ome"
"1244","doc_laryea"
"1245","joy997fm"
"1246","_ghsofficial"
"1247","york"
"1248","california"
"1249","implemented"
"1250","severe"
"1251","form"
"1252","lockdown"
"1253","death"
"1254","florida"
"1255","amp"
"1256","texas"
"1257","america"
"1258","uk"
"1259","netherlands"
"1260","spite"
"1261","lockdown"
"1262","death"
"1263","sweden"
"1264","de"
"1265","head"
"1266","science"
"1267","upside"
"1268","oursenall"
"1269","frank67626312"
"1270","brontmacklin"
"1271","michellemalkin"
"1272","guns"
"1273","literally"
"1274","brought"
"1275","america"
"1276","freedom"
"1277","lmao"
"1278","love"
"1279","liberals"
"1280","utopia"
"1281","guns"
"1282","don’t"
"1283","equal"
"1284","freedom"
"1285","tool"
"1286","protecting"
"1287","cops"
"1288","finland"
"1289","arrest"
"1290","protestors"
"1291","disobeying"
"1292","lockdown"
"1293","john_cotter"
"1294","bojo"
"1295","lockdown"
"1296","summer"
"1297","feel"
"1298","significant"
"1299","civil"
"1300","unrest"
"1301","time"
"1302","people’s"
"1303","anger"
"1304","boiling"
"1305","issue"
"1306","we’ve"
"1307","happened"
"1308","america"
"1309","docile"
"1310","tho"
"1311","america"
"1312","uk"
"1313","lives"
"1314","saved"
"1315","richest"
"1316","countries"
"1317","anc"
"1318","average"
"1319","government"
"1320","juggle"
"1321","betwee"
"1322","lives"
"1323","livelihoods"
"1324","anc"
"1325","stragedy"
"1326","hard"
"1327","lockdown"
"1328","da's"
"1329","reckless"
"1330","proposals"
"1331","yonggukgukgukkk"
"1332","imagine"
"1333","proper"
"1334","lockdown"
"1335","america"
"1336","tho"
"1337","tighttop"
"1338","lockdown"
"1339","america"
"1340","lockdown"
"1341","son"
"1342","check"
"1343","yt"
"1344","norskladywolf"
"1345","vaccines"
"1346","secondary"
"1347","fight"
"1348","covid"
"1349","refusal"
"1350","threat"
"1351","lockdown"
"1352","america"
"1353","shit"
"1354","vaccines"
"1355","australia"
"1356","life"
"1357","pretty"
"1358","normal"
"1359","sidodd2"
"1360","spencermorgan93"
"1361","comparable"
"1362","low"
"1363","summer"
"1364","lockdown"
"1365","fucked"
"1366","virus"
"1367","america"
"1368","stayed"
"1369","summer"
"1370","mess"
"1371","influenza"
"1372","seasons"
"1373","difference"
"1374","virus"
"1375","quicktake"
"1376","dbaazil"
"1377","america"
"1378","worst"
"1379","lockdown"
"1380","piersmorgan"
"1381","based"
"1382","bullsh"
"1383","pcr"
"1384","test"
"1385","ridiculous"
"1386","28"
"1387","60"
"1388","day"
"1389","rule"
"1390","died"
"1391","america"
"1392","cdc"
"1393","admitted"
"1394","6"
"1395","proper"
"1396","covid"
"1397","deaths"
"1398","percentage"
"1399","uk"
"1400","6k"
"1401","deaths"
"1402","coming"
"1403","lockdown"
"1404","economic"
"1405","destruction"
"1406","jdeadonwriter"
"1407","dr_bitch_please"
"1408","newscientist"
"1409","people"
"1410","note"
"1411","graph"
"1412","7"
"1413","months"
"1414","date"
"1415","america"
"1416","lockdown"
"1417","lock"
"1418","graph"
"1419","country's"
"1420","claiming"
"1421","lockdown"
"1422","2020"
"1423","graph"
"1424","20"
"1425","renters"
"1426","america"
"1427","payments"
"1428","renting"
"1429","lockdown"
"1430","biden"
"1431","assumed"
"1432","office"
"1433","january"
"1434","20th"
"1435","lockdown"
"1436","lifted"
"1437","february"
"1438","1"
"1439","played"
"1440","america"
"1441","jerkaphant"
"1442","reuters"
"1443","janesepmeier"
"1444","short"
"1445","i’m"
"1446","genuinely"
"1447","curious"
"1448","lockdown"
"1449","country"
"1450","don’t"
"1451","live"
"1452","america"
"1453","democrats"
"1454","chuckschumer"
"1455","suggests"
"1456","joebiden"
"1457","declare"
"1458","climateemergency"
"1459","national"
"1460","climate"
"1461","change"
"1462","lockdown"
"1463","america"
"1464","stay"
"1465","home"
"1466","school"
"1467","cars"
"1468","beef"
"1469","travel"
"1470","save"
"1471","environment"
"1472","usa"
"1473","fightback"
"1474","okkrokay"
"1475","slick8870"
"1476","school"
"1477","quarantine"
"1478","woulf"
"1479","bet"
"1480","college"
"1481","savings"
"1482","month"
"1483","quarantined"
"1484","america"
"1485","shambles"
"1486","biden"
"1487","reissue"
"1488","lockdown"
"1489","personally"
"1490","idea"
"1491","sucks"
"1492","adapt"
"1493","boycelawrence2"
"1494","billy"
"1495","advance"
"1496","nz"
"1497","doubt"
"1498","nz"
"1499","lockdown"
"1500","america's"
"1501","cup"
"1502","check"
"1503","3"
"1504","months"
"1505","killinglexa"
"1506","america"
"1507","lockdown"
"1508","country"
"1509","coming"
"1510","she’s"
"1511","stuck"
"1512","australia"
"1513","forever"
"1514","buggyprince"
"1515","amp"
"1516","deaths"
"1517","quebec"
"1518","amp"
"1519","ontario"
"1520","emergency"
"1521","lockdown"
"1522","people"
"1523","behave"
"1524","decent"
"1525","human"
"1526","it’s"
"1527","real"
"1528","eye"
"1529","opener"
"1530","that’s"
"1531","we’re"
"1532","america"
"1533","canada"
"1534","shananalla"
"1535","oommen"
"1536","jigmelingtsang"
"1537","orfonline"
"1538","fairness"
"1539","forced"
"1540","hard"
"1541","economic"
"1542","social"
"1543","aspects"
"1544","initial"
"1545","lockdown"
"1546","govt"
"1547","continued"
"1548","hard"
"1549","lockdown"
"1550","ordinary"
"1551","people"
"1552","rebelled"
"1553","happenned"
"1554","africa"
"1555","s.america"
"1556","america"
"1557","canada"
"1558","bitchin"
"1559","lockdown"
"1560","twitter"
"1561","shit"
"1562","netherlands"
"1563","rioting"
"1564","ogz"
"1565","latin"
"1566","america"
"1567","governments"
"1568","repression"
"1569","impose"
"1570","measures"
"1571","covid"
"1572","<U+30FC>"
"1573","19"
"1574","respect"
"1575","human"
"1576","rights"
"1577","criminal"
"1578","penalties"
"1579","resort"
"1580","article"
"1581","marybsheridan"
"1582","mexico"
"1583","facing"
"1584","peru"
"1585","lockdown"
"1586","parents"
"1587","friends"
"1588","colleagues"
"1589","world"
"1590","dying"
"1591","latin"
"1592","america"
"1593","screwed"
"1594","vaccine"
"1595","purchases"
"1596","feeling"
"1597","postcolonial"
"1598","bulllshit"
"1599","america"
"1600","lockdown"
"1601","shit"
"1602","moreee"
"1603","america"
"1604","job"
"1605","brainwashing"
"1606","y’all"
"1607","thinking"
"1608","lockdown"
"1609","wearing"
"1610","masks"
"1611","gloves"
"1612","keeping"
"1613","distance"
"1614","free"
"1615","universal"
"1616","healthcare"
"1617","amp"
"1618","stimulus"
"1619","check"
"1620","human"
"1621","rights"
"1622","it’s"
"1623","save"
"1624","economy"
"1625","lol"
"1626","cbs_herridge"
"1627","grace_segers"
"1628","lockdown"
"1629","countries"
"1630","world"
"1631","watching"
"1632","unfold"
"1633","trump"
"1634","impeached"
"1635","america"
"1636","finished"
"1637","politically"
"1638","world"
"1639","stage"
"1640","laughing"
"1641","stock"
"1642","jeff_comrade"
"1643","deutschlandfir2"
"1644","airlidk"
"1645","anidakku"
"1646","altamphetamine"
"1647","i600an"
"1648","kawaiipilled"
"1649","femboyquebec"
"1650","nigsbehoungry"
"1651","svetkollontai"
"1652","sadbootychaser"
"1653","aborjritter"
"1654","pandemic"
"1655","lockdown"
"1656","common"
"1657","outlier"
"1658","situation"
"1659","people"
"1660","fly"
"1661","specifically"
"1662","cubans"
"1663","flew"
"1664","america"
"1665","germany"
"1666","japan"
"1667","korea"
"1668","doctors"
"1669","hong"
"1670","kong’s"
"1671","covid"
"1672","19"
"1673","lockdown"
"1674","exposes"
"1675","deep"
"1676","rooted"
"1677","inequality"
"1678","power"
"1679","america"
"1680","evil"
"1681","wears"
"1682","friendlier"
"1683","american"
"1684","history"
"1685","writing"
"1686","1980"
"1687","gross"
"1688","predicted"
"1689","future"
"1690","covid19"
"1691","covid"
"1692","covid_19"
"1693","lockdown"
"1694","mybodymychoice"
"1695","freedom"
"1696","freedomofspeech"
"1697","politics"
"1698","finegael"
"1699","despotism"
"1700","creeping"
"1701","slowly"
"1702","america"
"1703","faceless"
"1704","oligarchs"
"1705","sit"
"1706","command"
"1707","posts"
"1708","corporate"
"1709","government"
"1710","complex"
"1711","slowly"
"1712","evolving"
"1713","decades"
"1714","covid19"
"1715","covid"
"1716","covid_19"
"1717","lockdown"
"1718","mybodymychoice"
"1719","freedom"
"1720","freedomofspeech"
"1721","politics"
"1722","finegael"
"1723","living"
"1724","planet"
"1725","real"
"1726","world.are"
"1727","lockdown"
"1728","america"
